year,season,cat_id,cat_type,PM,TOG,NOx,SOx,CO
1980,Annual,1573,Area,0,0.47302,0,0,0
1980,Annual,1574,Area,0,3.916518,0,0,0
1980,Annual,1580,Area,2.846651,3.014739,0.954306,0.292798,27.420021
1980,Annual,1590,Area,0.348952,0.505062,4.499644,0.027549,1.928419
1980,Annual,1600,Area,0,1.895746,0,0,0
1980,Annual,1601,Area,0,0.076371,0,0,0
1980,Annual,1602,Area,0,0.42869,0,0,0
1980,Annual,1618,Area,0,1.068053,0,0,0
1980,Annual,1619,Area,0.724076,9.320366,0,0,0
1980,Annual,1620,Area,1.144235,14.728687,0,0,0
1980,Annual,1621,Area,3.422599,6.608396,0,0,0
1980,Annual,1622,Area,2.551951,0.984676,0,0,0
1980,Annual,1623,Area,1.644497,0.317522,0,0,0
1980,Annual,1624,Area,0.021936,0.102249,0,0,0
1980,Annual,1625,Area,0.33373,0.322185,0,0,0
1980,Annual,1626,Area,0.134632,1.732675,0,0,0
1980,Annual,1627,Area,0.025626,0.024864,0,0,0
1980,Annual,1628,Area,0,0.317853,0,0,0
1980,Annual,1629,Area,0,0.082488,0,0,0
1980,Annual,1630,Area,0,0.008459,0,0,0
1980,Annual,1631,Area,0,0.190476,0,0,0
1980,Annual,1632,Area,0,0.02587,0,0,0
1980,Annual,1633,Area,0,0.27023,0,0,0
1980,Annual,1634,Area,0,0.040781,0,0,0
1980,Annual,1635,Area,0,0.00469,0,0,0
1980,Annual,1636,Area,0,0.016255,0,0,0
1980,Annual,1637,Area,0,0.002497,0,0,0
1980,Annual,1638,Area,0,0.018729,0,0,0
1980,Annual,1639,Area,0,0.024521,0,0,0
1980,Annual,1640,Area,0,0.058746,0,0,0
1980,Annual,1641,Area,0,0.019564,0,0,0
1980,Annual,1642,Area,0,0.001936,0,0,0
1980,Annual,1643,Area,0,0.046616,0,0,0
1980,Annual,1644,Area,0,0.006003,0,0,0
1980,Annual,1645,Area,0,0.062958,0,0,0
1980,Annual,1646,Area,0.5811,1.0115,8.1434,0.7113,3.3851
1980,Annual,1647,Area,0.2151,8.4783,0.8413,0.3669,157.230011
1980,Annual,1648,Area,0.553,23.881901,0.0909,0.193,72.566101
1980,Annual,1649,Area,0,4.5347,0,0,0
1980,Annual,1650,Area,0,1.1012,0,0,0
1980,Annual,1651,Area,0.1043,0.2174,1.0003,0,0.6336
1980,Annual,1652,Area,0.0012,0.1387,0.0375,0.0102,4.1696
1980,Annual,1653,Area,0,0.0032,0,0,0
1980,Annual,1654,Area,0.4973,0.8408,4.8609,0.3928,2.268
1980,Annual,1655,Area,0.0007,0.1276,0.1412,0.0083,3.3847
1980,Annual,1656,Area,0,0.0228,0,0,0
1980,Annual,1657,Area,0.0098,0.8346,0.5817,0.0411,20.839199
1980,Annual,1658,Area,0.0021,0.1305,0,0,0.3047
1980,Annual,1659,Area,0,0.1072,0,0,0
1980,Annual,1660,Area,0,0.0037,0,0,0
1980,Annual,1661,Area,5.5763,8.8032,79.310196,6.4477,37.668404
1980,Annual,1662,Area,0.0164,1.3972,3.2541,0.1989,23.192299
1980,Annual,1663,Area,0.0001,0.0152,0,0,0.0353
1980,Annual,1664,Area,0,0.037,0,0,0
1980,Annual,1665,Area,0,0.0001,0,0,0
1980,Annual,1666,Area,0.415,0.6715,4.7635,0.3809,2.0431
1980,Annual,1667,Area,0.0243,1.0845,4.5743,0,11.012199
1980,Annual,1668,Area,0.0356,3.24,1.2916,0.2175,80.658905
1980,Annual,1669,Area,0.0121,0.8119,0.0015,0.0027,2.1069
1980,Annual,1670,Area,0,0.1792,0,0,0
1980,Annual,1671,Area,0,0.0052,0,0,0
1980,Annual,1672,Area,0.4695,0.8266,5.967,0.5149,2.7867
1980,Annual,1673,Area,0.0021,0.0813,0.4644,0.026,0.9269
1980,Annual,1674,Area,0.0321,0.048,0.4841,0.0314,0.3665
1980,Annual,1675,Area,0.0002,0.0004,0.0063,0.0003,0.003
1980,Annual,1676,Area,0.0137,1.1151,0.976,0.1528,26.848999
1980,Annual,1677,Area,0.3533,6.1812,0.0619,0.0626,12.041
1980,Annual,1678,Area,0,0.1879,0,0,0
1980,Annual,1679,Area,0,0.1876,0,0,0
1980,Annual,1680,Area,0.004,0.03,0.1312,0.0007,0.0544
1980,Annual,1681,Area,0.046002,0.117049,2.024082,0.107082,0.301823
1980,Annual,1682,Area,0.0021,0.0034,0.0369,0.0024,0.0251
1981,Annual,25,Area,0,0.645787,0,0,0
1981,Annual,27,Area,0,1.519354,0,0,0
1981,Annual,29,Area,3.58154,0.707,0,0,0
1981,Annual,31,Area,0,0.587586,0,0,0
1981,Annual,32,Area,0,0.403334,0,0,0
1981,Annual,35,Area,0.090414,0,0,0,0
1981,Annual,37,Area,0,0.048237,0,0,0
1981,Annual,39,Area,1.832391,0,0,0,0
1981,Annual,42,Area,0.652533,0,0,0,0
1981,Annual,46,Area,0,0.144936,0,0,0
1981,Annual,48,Area,0,0.077032,0,0,0
1981,Annual,49,Area,0,1.507384,0,0,0
1981,Annual,52,Area,0,0.099315,0,0,0
1981,Annual,61,Area,0,16.945747,0,0,0
1981,Annual,66,Area,0,3.735628,0,0,0
1981,Annual,67,Area,0,0.003802,0,0,0
1981,Annual,68,Area,0,0.777295,0,0,0
1981,Annual,69,Area,0,0.007603,0,0,0
1981,Annual,71,Area,0,0.036116,0,0,0
1981,Annual,72,Area,0,3.141891,0,0,0
1981,Annual,73,Area,0,0.007568,0,0,0
